DrugBank_Name	DrugBank_ID	Synonyms	Targets_List_STRINGIDs	Targets_List_GeneNames	Targets_List
(2s)-2-(4-chlorophenyl)-2-[4-(1h-pyrazol-4-yl)phenyl]ethanamine	DB07858		"9606.ENSP00000309591, 9606.ENSP00000379696"	"PRKACA, PKIA"	"P17612, P61925"
4-(4-chlorophenyl)-4-[4-(1h-pyrazol-4-yl)phenyl]piperidine	DB07859		"9606.ENSP00000324806, 9606.ENSP00000375892, 9606.ENSP00000309591, 9606.ENSP00000379696"	"GSK3B, AKT2, PRKACA, PKIA"	"P49841, P31751, P17612, P61925"
(2r)-2-(4-chlorophenyl)-2-phenylethanamine	DB07860		"9606.ENSP00000309591, 9606.ENSP00000379696"	"PRKACA, PKIA"	"P17612, P61925"
"7-(1-ethyl-propyl)-7h-pyrrolo-[3,2-f]quinazoline-1,3-diamine"	DB07862		9606.ENSP00000319170	DHFR2	Q86XF0
2-chloro-5-nitro-n-phenylbenzamide	DB07863		"9606.ENSP00000287820, 9606.ENSP00000419692, 9606.ENSP00000399968"	"PPARG, RXRA, NCOA2"	"P37231, P19793, Q15596"
"(5s)-2-(cyclooctylamino)-5-methyl-5-propyl-1,3-thiazol-4(5h)-one"	DB07866		9606.ENSP00000355995	HSD11B1	P28845
haloxyfop-p	DB07870	(+)-haloxyfop | (r)-haloxyfop | (r)-haloxyfop-acid | r-haloxyfop-acid	9606.ENSP00000341044	ACACB	O00763
5-chloro-n-[(3r)-1-(2-{[2-fluoro-4-(2-oxopyridin-1(2h)-yl)phenyl]amino}-2-oxoethyl)pyrrolidin-3-yl]thiophene-2-carboxamide	DB07872		9606.ENSP00000364709	F10	P00742
lauryl alcohol diphosphonic acid	DB07873		9606.ENSP00000282841	GGPS1	O95749
"(6s)-2-amino-6-(3'-methoxybiphenyl-3-yl)-3,6-dimethyl-5,6-dihydropyrimidin-4(3h)-one"	DB07874		9606.ENSP00000318585	BACE1	P56817
"5-chloro-thiophene-2-carboxylic acid ((3s,4s)-1-{[2-fluoro-4-(2-oxo-2h-pyridin-1-yl)-phenylcarbamoyl]-methyl}-4-hydroxy-pyrrolidin-3-yl)-amide"	DB07875		9606.ENSP00000364709	F10	P00742
(s)-2-methyl-1-[(4-methyl-5-isoquinoline)sulfonyl]-homopiperazine	DB07876		"9606.ENSP00000382697, 9606.ENSP00000309591, 9606.ENSP00000379696"	"ROCK1, PRKACA, PKIA"	"Q13464, P17612, P61925"
"8-(6-bromo-benzo[1,3]dioxol-5-ylsulfanyl)-9-(3-isopropylamino-propyl)-adenine"	DB07877		"9606.ENSP00000335153, 9606.ENSP00000360609"	"HSP90AA1, HSP90AB1"	"P07900, P08238"
"n-[(1s)-1-{1-[(1r,3e)-1-acetylpent-3-en-1-yl]-1h-1,2,3-triazol-4-yl}-1,2-dimethylpropyl]benzamide"	DB07878		9606.ENSP00000357981	CTSS	P25774
"n-hydroxy-5-[(3-phenyl-5,6-dihydroimidazo[1,2-a]pyrazin-7(8h)-yl)carbonyl]thiophene-2-carboxamide"	DB07879		9606.ENSP00000264606	HDAC4	P56524
n-{[2-({[1-(4-carboxybutanoyl)amino]-2-phenylethyl}-hydroxyphosphinyl)oxy]acetyl}-2-phenylethylamine	DB07881				P01857
"4-{4-[2-(1a,7a-dimethyl-4-oxy-octahydro-1-oxa-4-aza-cyclopropa[a]naphthalen-4-yl) -acetylamino]-phenylcarbamoyl}-butyric acid"	DB07882				P01834
(2-amino-3-phenyl-bicyclo[2.2.1]hept-2-yl)-phenyl-methanone	DB07883				P01857
"(r)-1-(4-(4-(hydroxymethyl)-1,3,2-dioxaborolan-2-yl)benzyl)guanidine"	DB07887		9606.ENSP00000384957	F11	P03951
"3-(4-hydroxyphenyl)-4,5-dihydro-5-isoxazole-acetic acid methyl ester"	DB07888		9606.ENSP00000215754	MIF	P14174
"(2s)-1-(dimethylamino)-3-(4-{[4-(2-methylimidazo[1,2-a]pyridin-3-yl)-2-pyrimidinyl]amino}phenoxy)-2-propanol"	DB07889		9606.ENSP00000266970	CDK2	P24941
phenyl[1-(n-succinylamino)pentyl]phosphonate	DB07893				P01834
alpha-hydroxyfarnesylphosphonic acid	DB07895		"9606.ENSP00000246166, 9606.ENSP00000303423"	"FNTB, FNTA"	"P49356, P49354"
1-(hydroxymethyleneamino)-8-hydroxy-octane	DB07897		9606.ENSP00000308541	F2	P00734
(2s) n-acetyl-l-alanyl-î±l-phenylalanyl-chloroethylketone	DB07899	n2-acetyl-n-[(2s)-5-chloro-3-oxo-1-phenyl-2-pentanyl]-l-alaninamide	9606.ENSP00000354294	CTRB1	P17538
3-formyl-2-hydroxy-5-methyl-hexanoic acid hydroxyamide	DB07900		9606.ENSP00000236826	MMP8	P22894
5-chloro-6-methyl-n-(2-phenylethyl)-2-pyridin-2-ylpyrimidin-4-amine	DB07901		9606.ENSP00000296411	METAP1	P53582
"tert-butyl {2-[(1,3-thiazol-2-ylamino)carbonyl]pyridin-3-yl}carbamate"	DB07902		9606.ENSP00000296411	METAP1	P53582
"3-[(2,2-dimethylpropanoyl)amino]-n-1,3-thiazol-2-ylpyridine-2-carboxamide"	DB07903		9606.ENSP00000296411	METAP1	P53582
hypothemycin	DB07905	aigialomycin a	9606.ENSP00000215832	MAPK1	P28482
"[(3r)-7-nitro-1,2,3,4-tetrahydroisoquinolin-3-yl]methanol"	DB07906		9606.ENSP00000269582	PNMT	P11086
(2s)-2-hydroxyoctanoic acid	DB07907		9606.ENSP00000368066	HAO1	Q9UJM8
7-hydroxy-4-methyl-3-(2-hydroxy-ethyl)coumarin	DB07908		9606.ENSP00000225655	PFN1	P07737
"(1s,2s,5s)2-(4-glutaridylbenzyl)-5-phenyl-1-cyclohexanol"	DB07909				"P01857, P01834, Q7Z3Y4"
2-oxoheptylphosphonic acid	DB07912		9606.ENSP00000273920	ENOPH1	Q9UHY7
homophenylalaninylmethane	DB07913		9606.ENSP00000310832	CTSF	Q9UBX1
3-{6-[(8-hydroxy-quinoline-2-carbonyl)-amino]-2-thiophen-2-yl-hexanoylamino}-4-oxo-butyri acid	DB07916		9606.ENSP00000433138	CASP1	P29466
4-(benzhydryloxy)-1-[3-(1h-tetraazol-5-yl)propyl]piperidine	DB07917		9606.ENSP00000295256	HPGDS	O60760
harmine	DB07919	banisterine | leucoharmine | telepathine | yageine | yajeine	9606.ENSP00000340684	MAOA	P21397
n-oxo-2-[(4-phenylphenyl)sulfonylamino]ethanamide	DB07920		9606.ENSP00000458585	MMP12	P39900
2-[(4-fluorophenyl)sulfonylamino]-n-oxo-ethanamide	DB07921		9606.ENSP00000458585	MMP12	P39900
n-oxo-2-(phenylsulfonylamino)ethanamide	DB07922		9606.ENSP00000458585	MMP12	P39900
n-[3-(n'-hydroxycarboxamido)-2-(2-methylpropyl)-propanoyl]-o-tyrosine-n-methylamide	DB07926		9606.ENSP00000322788	MMP1	P03956
"n-(tert-butyl)-3,5-dimethyl-n'-[(5-methyl-2,3-dihydro-1,4-benzodioxin-6-yl)carbonyl]benzohydrazide"	DB07929		"9606.ENSP00000363817, 9606.ENSP00000477707"	"RXRB, NR1H3"	"P28702, Q13133"
(3r)-3-hydroxydodecanoic acid	DB07930		9606.ENSP00000293217	ACOX1	Q15067
hexestrol	DB07931	"4,4'-(1,2-diethylethylene)diphenol | erythrohexestrol | hexanoestrol | hexestrol | hexoestrolum | meso-3,4-di(p-hydroxyphenyl)-n-hexane | meso-hexestrol | mesohexestrol | synoestrolum"	"9606.ENSP00000405330, 9606.ENSP00000370254, 9606.ENSP00000336528, 9606.ENSP00000356959"	"ESR1, AKR1C1, NR1I2, NR1I3"	"P03372, Q04828, O75469, Q14994"
"dimethyl (1r,4s)-5,6-bis(4-hydroxyphenyl)-7-oxabicyclo[2.2.1]hepta-2,5-diene-2,3-dicarboxylate"	DB07932		"9606.ENSP00000405330, 9606.ENSP00000399968"	"ESR1, NCOA2"	"P03372, Q15596"
erteberel	DB07933	"(3as,4r,9br)-4-(4-hydroxyphenyl)-1,2,3,3a,4,9b-hexahydrocyclopenta(c)(1) benzopyran-8-ol | erteberel"	"9606.ENSP00000405330, 9606.ENSP00000343925"	"ESR1, ESR2"	"P03372, Q92731"
[[cyclohexanesulfonyl-glycyl]-3[pyridin-4-yl-aminomethyl]alanyl]piperidine	DB07934		9606.ENSP00000308541	F2	P00734
n-(4-{[(3s)-3-(dimethylamino)pyrrolidin-1-yl]carbonyl}phenyl)-5-fluoro-4-[2-methyl-1-(1-methylethyl)-1h-imidazol-5-yl]pyrimidin-2-amine	DB07936		9606.ENSP00000266970	CDK2	P24941
"9-(3-iodobenzylamino)-1,2,3,4-tetrahydroacridine"	DB07940		9606.ENSP00000264381	BCHE	P06276
ph-797804	DB07941		9606.ENSP00000229795	MAPK14	Q16539
2-fluoro-4-[4-(4-fluorophenyl)-1h-pyrazol-3-yl]pyridine	DB07942		9606.ENSP00000229795	MAPK14	Q16539
sd-0006	DB07943	2-{4-[5-(4-chlorophenyl)-4-pyrimidin-4-yl-1h-pyrazol-3-yl]piperidin-1-yl}-2-oxoethanol | 5-p-chlorophenyl-3-[n-(2-hydroxyacetyl)piperidin-4-yl]-4-pyrimidin-4-yl-1h-pyrazole	9606.ENSP00000229795	MAPK14	Q16539
n-{3-methyl-5-[2-(pyridin-4-ylamino)-ethoxy]-phenyl}-benzenesulfonamide	DB07944		9606.ENSP00000308541	F2	P00734
"n-[2-({[amino(imino)methyl]amino}oxy)ethyl]-2-{6-chloro-3-[(2,2-difluoro-2-phenylethyl)amino]-2-fluorophenyl}acetamide"	DB07946		9606.ENSP00000308541	F2	P00734
isoquinoline-5-sulfonic acid (2-(2-(4-chlorobenzyloxy)ethylamino)ethyl)amide	DB07947		"9606.ENSP00000324806, 9606.ENSP00000375892, 9606.ENSP00000309591, 9606.ENSP00000379696"	"GSK3B, AKT2, PRKACA, PKIA"	"P49841, P31751, P17612, P61925"
"({[(3e)-2'-oxo-2',7'-dihydro-2,3'-biindol-3(7h)-ylidene]amino}oxy)acetic acid"	DB07949		9606.ENSP00000164139	PYGM	P11217
indoleacetic acid	DB07950	(indol-3-yl)acetate | (indol-3-yl)acetic acid | 2-(indol-3-yl)ethanoic acid | 3-indolylessigsã¤ure | heteroauxin | iaa | ies | indole-3-acetic acid	"9606.ENSP00000399415, 9606.ENSP00000231487, 9606.ENSP00000364257"	"KYAT1, SKP1, PLA2G2E"	"Q16773, P63208, Q9NZK7"
3-isobutyl-1-methyl-7h-xanthine	DB07954	"1-methyl-3-(2-methylpropyl)-7h-purine-2,6-dione | 1-methyl-3-isobutylxanthine | 3-isobutyl-1-methyl-3,7-dihydro-1h-purine-2,6-dione | 3-isobutyl-1-methylxanthine | 3-isobutyl-1-methyxanthine | ibmx"	"9606.ENSP00000347046, 9606.ENSP00000385632, 9606.ENSP00000282096, 9606.ENSP00000345502, 9606.ENSP00000334910, 9606.ENSP00000291539, 9606.ENSP00000328412, 9606.ENSP00000378056"	"PDE5A, PDE7A, PDE3B, PDE4D, PDE2A, PDE9A, PDE6G, PDE8A"	"O76074, Q13946, Q13370, Q08499, O00408, O76083, P18545, O60658"
(2-bromoethyl)(2-'formyl-4'-aminophenyl) acetate	DB07955		9606.ENSP00000293636	CELA1	Q9UNI1
[1-(3-chloro-2-formyl-phenylcarbamoyl)-2-methyl-propyl]-carbamic acid tert-butyl ester	DB07956		9606.ENSP00000293636	CELA1	Q9UNI1
methyl(2-acetoxy-2-(2-carboxy-4-amino-phenyl))acetate	DB07957		9606.ENSP00000293636	CELA1	Q9UNI1
(2-carbamoylmethyl-5-propyl-octahydro-indol-7-yl)acetic acid	DB07958		9606.ENSP00000364257	PLA2G2E	Q9NZK7
3-(1h-benzimidazol-2-yl)-1h-indazole	DB07959		9606.ENSP00000391090	CHEK1	O14757
"5-acetamido-5,6-dihydro-4-hydroxy-6-isobutoxy-4h-pyran-2-carboxylic acid"	DB07960		9606.ENSP00000233840	NEU2	Q9Y3R4
"(3s)-4-{[4-(but-2-ynyloxy)phenyl]sulfonyl}-n-hydroxy-2,2-dimethylthiomorpholine-3-carboxamide"	DB07964		9606.ENSP00000309968	ADAM17	P78536
6-(cyclohexylamino)-9-[2-(4-methylpiperazin-1-yl)-ethyl]-9h-purine-2-carbonitrile	DB07965	6-(cyclohexylamino)-9-[2-(4-methyl-1-piperazinyl)ethyl]-9h-purine-2-carbonitrile	9606.ENSP00000271651	CTSK	P43235
[4-({4-[(5-cyclopropyl-1h-pyrazol-3-yl)amino]quinazolin-2-yl}amino)phenyl]acetonitrile	DB07966		9606.ENSP00000362680	SRC	P12931
9-cyclopentyl-6-[2-(3-imidazol-1-yl-propoxy)-phenylamino]-9h-purine-2-carbonitrile	DB07967		9606.ENSP00000271651	CTSK	P43235
3-[3-(4-methylpiperazin-1-yl)-7-(trifluoromethyl)quinoxalin-5-yl]phenol	DB07969		9606.ENSP00000317272	MET	P08581
5-[(2-methyl-5-{[3-(trifluoromethyl)phenyl]carbamoyl}phenyl)amino]pyridine-3-carboxamide	DB07970		9606.ENSP00000358309	EPHA7	Q15375
n-(1-isopropylpiperidin-4-yl)-1-(3-methoxybenzyl)-1h-indole-2-carboxamide	DB07973		9606.ENSP00000364709	F10	P00742
1-{2-[(4-chlorophenyl)amino]-2-oxoethyl}-n-(1-isopropylpiperidin-4-yl)-1h-indole-2-carboxamide	DB07974		9606.ENSP00000364709	F10	P00742
"2-({[3,5-difluoro-3'-(trifluoromethoxy)biphenyl-4-yl]amino}carbonyl)cyclopent-1-ene-1-carboxylic acid"	DB07975		9606.ENSP00000219240	DHODH	Q02127
3-{[(3-fluoro-3'-methoxybiphenyl-4-yl)amino]carbonyl}thiophene-2-carboxylic acid	DB07976		9606.ENSP00000219240	DHODH	Q02127
"3-({[3,5-difluoro-3'-(trifluoromethoxy)biphenyl-4-yl]amino}carbonyl)thiophene-2-carboxylic acid"	DB07977		9606.ENSP00000219240	DHODH	Q02127
"2-({[2,3,5,6-tetrafluoro-3'-(trifluoromethoxy)biphenyl-4-yl]amino}carbonyl)cyclopenta-1,3-diene-1-carboxylic acid"	DB07978		9606.ENSP00000219240	DHODH	Q02127
"(2e)-3-(3,4-dihydroxyphenyl)-2-iminopropanoic acid"	DB07979		9606.ENSP00000228476	DAO	P14920
2-[1-(4-chlorobenzoyl)-5-methoxy-2-methyl-1h-indol-3-yl]-n-[(1r)-1-(hydroxymethyl)propyl]acetamide	DB07981		9606.ENSP00000354612	PTGS1	P23219
2-{4-[4-({4-[2-methyl-1-(1-methylethyl)-1h-imidazol-5-yl]pyrimidin-2-yl}amino)phenyl]piperazin-1-yl}-2-oxoethanol	DB07982		9606.ENSP00000266970	CDK2	P24941
1-(4-iodobenzoyl)-5-methoxy-2-methyl indole-3-acetic acid	DB07983		9606.ENSP00000354612	PTGS1	P23219
2-[1-(4-chlorobenzoyl)-5-methoxy-2-methyl-1h-indol-3-yl]-n-[(1s)-1-(hydroxymethyl)propyl]acetamide	DB07984		9606.ENSP00000354612	PTGS1	P23219
+/-methyl 4-(aminoiminomethyl)-beta-[3- inh (aminoimino)phenyl]benzene pentanoate	DB07985		9606.ENSP00000308720	PRSS1	P07477
[4-(4-phenyl-piperidin-1-yl)-benzenesulfonylamino]-acetic acid	DB07986		9606.ENSP00000299855	MMP3	P08254
"[2-(5-mercapto-[1,3,4]thiadiazol-2-ylcarbamoyl)-1-phenyl-ethyl]-carbamic acid benzyl ester"	DB07987		9606.ENSP00000299855	MMP3	P08254
"2-[3-(5-mercapto-[1,3,4]thiadiazol-2yl)-ureido]-n-methyl-3-pentafluorophenyl-propionamide"	DB07988		9606.ENSP00000299855	MMP3	P08254
n-[(1r)-3-(4-hydroxyphenyl)-1-methylpropyl]-2-(2-phenyl-1h-indol-3-yl)acetamide	DB07991		9606.ENSP00000405330	ESR1	P03372
"n~3~-[3-(1h-indol-6-yl)benzyl]pyridine-2,3-diamine"	DB07993		9606.ENSP00000318585	BACE1	P56817
"n~3~-[5-(1h-indol-6-yl)-2-(pyridin-2-ylmethoxy)benzyl]pyridine-2,3-diamine"	DB07994		9606.ENSP00000318585	BACE1	P56817
h-89	DB07995	n-[2-(4-bromocinnamylamino)ethyl]isoquinoline-5-sulfonamide	"9606.ENSP00000309591, 9606.ENSP00000379696, 9606.ENSP00000325290, 9606.ENSP00000233057"	"PRKACA, PKIA, HASPIN, EIF2AK2"	"P17612, P61925, Q8TF76, P19525"
5-(2-methylpiperazine-1-sulfonyl)isoquinoline	DB07996	1-(5-isoquinolinesulfonyl)-2-methylpiperazine | 1-(5-isoquinolinylsulfonyl)-2-methylpiperazine	"9606.ENSP00000309591, 9606.ENSP00000379696"	"PRKACA, PKIA"	"P17612, P61925"
n-[2-(methylamino)ethyl]-5-isoquinolinesulfonamide	DB07997		"9606.ENSP00000309591, 9606.ENSP00000379696"	"PRKACA, PKIA"	"P17612, P61925"
"{4-[(carboxymethoxy)carbonyl]-3,3-dioxido-1-oxonaphtho[1,2-d]isothiazol-2(1h)-yl}acetic acid"	DB07999		9606.ENSP00000285930	AKR1B1	P15121
"2-(carboxymethyl)-1-oxo-1,2-dihydronaphtho[1,2-d]isothiazole-4-carboxylic acid 3,3-dioxide"	DB08000		9606.ENSP00000285930	AKR1B1	P15121
5-(3-{3-[3-hydroxy-2-(methoxycarbonyl)phenoxy]propenyl}phenyl)-4-(hydroxymethyl)isoxazole-3-carboxylic acid	DB08001		9606.ENSP00000360683	PTPN1	P18031
isothiazolidinone analog	DB08003		9606.ENSP00000360683	PTPN1	P18031
"(2s)-2-{[3-(3-aminophenyl)imidazo[1,2-b]pyridazin-6-yl]amino}-3-methylbutan-1-ol"	DB08004		9606.ENSP00000325290	HASPIN	Q8TF76
4-{[5-chloro-4-(1h-indol-3-yl)pyrimidin-2-yl]amino}-n-ethylpiperidine-1-carboxamide	DB08005				P53779
"n-anthracen-2-yl-5-methyl[1,2,4]triazolo[1,5-a]pyrimidin-7-amine"	DB08006		9606.ENSP00000219240	DHODH	Q02127
(2r)-3-{[(benzylamino)carbonyl]amino}-2-hydroxypropanoic acid	DB08007		9606.ENSP00000293636	CELA1	Q9UNI1
"5-methyl-n-[4-(trifluoromethyl)phenyl][1,2,4]triazolo[1,5-a]pyrimidin-7-amine"	DB08008		9606.ENSP00000219240	DHODH	Q02127
su-11652	DB08009		9606.ENSP00000009105	CAMK1G	Q96NX5
"(3z)-1-[(6-fluoro-4h-1,3-benzodioxin-8-yl)methyl]-4-[(e)-2-phenylethenyl]-1h-indole-2,3-dione 3-oxime"	DB08010				P53779
"(3e)-5-fluoro-1-[(6-fluoro-4h-1,3-benzodioxin-8-yl)methyl]-1h-indole-2,3-dione 3-oxime"	DB08011				P53779
"(3z)-1-[(6-fluoro-4h-1,3-benzodioxin-8-yl)methyl]-4-phenyl-1h-indole-2,3-dione 3-oxime"	DB08015				P53779
"n-{(3s,4s)-4-[(6-amino-4-methylpyridin-2-yl)methyl]pyrrolidin-3-yl}-n'-(4-chlorobenzyl)ethane-1,2-diamine"	DB08018		"9606.ENSP00000477999, 9606.ENSP00000297494"	"NOS1, NOS3"	"P29475, P29474"
"n-{(3r,4s)-4-[(6-amino-4-methylpyridin-2-yl)methyl]pyrrolidin-3-yl}-n'-(3-chlorobenzyl)ethane-1,2-diamine"	DB08019		"9606.ENSP00000477999, 9606.ENSP00000297494"	"NOS1, NOS3"	"P29475, P29474"
"(3as,4r,9br)-4-(4-hydroxyphenyl)-6-(methoxymethyl)-1,2,3,3a,4,9b-hexahydrocyclopenta[c]chromen-8-ol"	DB08020		"9606.ENSP00000405330, 9606.ENSP00000343925"	"ESR1, ESR2"	"P03372, Q92731"
5-bromo-n-(3-chloro-2-(4-(prop-2-ynyl)piperazin-1-yl)phenyl)furan-2-carboxamide	DB08021				P53779
"(2s)-1,3-benzothiazol-2-yl{2-[(2-pyridin-3-ylethyl)amino]pyrimidin-4-yl}ethanenitrile"	DB08022		9606.ENSP00000362608	PIM1	P11309
"n-cyclohexyl-4-imidazo[1,2-a]pyridin-3-yl-n-methylpyrimidin-2-amine"	DB08023				P53779
1-[2-(s)-amino-3-biphenyl-4-yl-propionyl]-pyrrolidine-2-(s)-carbonitrile	DB08024		9606.ENSP00000353731	DPP4	P27487
"n-{2'-[(4-fluorophenyl)amino]-4,4'-bipyridin-2-yl}-4-methoxycyclohexanecarboxamide"	DB08025				P53779
"2-{4-[(4-imidazo[1,2-a]pyridin-3-ylpyrimidin-2-yl)amino]piperidin-1-yl}-n-methylacetamide"	DB08026				P53779
"but-3-enyl-[5-(4-chloro-phenyl)-3,6-dihydro-[1,3,4]thiadiazin-2-ylidene]-amine"	DB08028		9606.ENSP00000236826	MMP8	P22894
n~2~-(biphenyl-4-ylsulfonyl)-n-hydroxy-n~2~-(2-hydroxyethyl)glycinamide	DB08029		9606.ENSP00000299855	MMP3	P08254
3-[(4'-cyanobiphenyl-4-yl)oxy]-n-hydroxypropanamide	DB08030		9606.ENSP00000299855	MMP3	P08254
"n,n-diethyl-2-[(2-thienylcarbonyl)amino]-4,5,6,7-tetrahydro-1-benzothiophene-3-carboxamide"	DB08032		9606.ENSP00000260731	KIF11	P52732
"(5r)-n,n-diethyl-5-methyl-2-[(thiophen-2-ylcarbonyl)amino]-4,5,6,7-tetrahydro-1-benzothiophene-3-carboxamide"	DB08033		9606.ENSP00000260731	KIF11	P52732
"1-tert-butyl-3-(2,5-dimethylbenzyl)-1h-pyrazolo[3,4-d]pyrimidin-4-amine"	DB08035		9606.ENSP00000363822	AR	P10275
mk-0731	DB08037		9606.ENSP00000260731	KIF11	P52732
"l-alanyl-n-[(1s,2r)-1-benzyl-2-hydroxypropyl]-l-alaninamide"	DB08038		9606.ENSP00000470538	KLK7	P49862
"(3z)-n,n-dimethyl-2-oxo-3-(4,5,6,7-tetrahydro-1h-indol-2-ylmethylidene)-2,3-dihydro-1h-indole-5-sulfonamide"	DB08039		"9606.ENSP00000291295, 9606.ENSP00000425824"	"CALM1, CAMK2D"	"P0DP23, Q13557"
kelatorphan	DB08040	(3-(n-hydroxy)carboxamido-2-benzylpropanoyl)alanine	9606.ENSP00000228740	LTA4H	P09960
"n~4~-methyl-n~4~-(3-methyl-1h-indazol-6-yl)-n~2~-(3,4,5-trimethoxyphenyl)pyrimidine-2,4-diamine"	DB08042		9606.ENSP00000263923	KDR	P35968
1-[4-(pyridin-4-yloxy)phenyl]-3-[3-(trifluoromethyl)phenyl]urea	DB08043		9606.ENSP00000361423	ABL1	P00519
abt-341	DB08044	"(1s,6r)-3-{[3-(trifluoromethyl)-5,6-dihydro[1,2,4]triazolo[4,3-a]pyrazin-7(8h)-yl]carbonyl}-6-(2,4,5-trifluorophenyl)cyclohex-3-en-1-amine"	9606.ENSP00000353731	DPP4	P27487
"4-{4-[4-(3-aminopropoxy)phenyl]-1h-pyrazol-5-yl}-6-chlorobenzene-1,3-diol"	DB08045		9606.ENSP00000360609	HSP90AB1	P08238
2-chloro-5-[(1s)-1-hydroxy-3-oxo-2h-isoindol-1-yl]benzenesulfonamide	DB08046		9606.ENSP00000285379	CA2	P00918
"4-[1-allyl-7-(trifluoromethyl)-1h-indazol-3-yl]benzene-1,3-diol"	DB08047		"9606.ENSP00000405330, 9606.ENSP00000399968"	"ESR1, NCOA2"	"P03372, Q15596"
"4-(6-hydroxy-1h-indazol-3-yl)benzene-1,3-diol"	DB08048		"9606.ENSP00000405330, 9606.ENSP00000399968"	"ESR1, NCOA2"	"P03372, Q15596"
"7,8-dihydroxy-4-phenyl-2h-chromen-2-one"	DB08049		9606.ENSP00000354511	COMT	P21964
"(2r)-4-(2-benzoyl-1,2-diazepan-1-yl)-4-oxo-1-(2,4,5-trifluorophenyl)butan-2-amine"	DB08051		9606.ENSP00000353731	DPP4	P27487
pp-121	DB08052		9606.ENSP00000362680	SRC	P12931
"1-cyclobutyl-3-(3,4-dimethoxyphenyl)-1h-pyrazolo[3,4-d]pyrimidin-4-amine"	DB08053		9606.ENSP00000362680	SRC	P12931
"1-(1-methylethyl)-3-quinolin-6-yl-1h-pyrazolo[3,4-d]pyrimidin-4-amine"	DB08054		9606.ENSP00000362680	SRC	P12931
"n-(2-chlorophenyl)-5-phenylimidazo[1,5-a]pyrazin-8-amine"	DB08055		9606.ENSP00000477713	LCK	P06239
"n-(2,6-dimethylphenyl)-5-phenylimidazo[1,5-a]pyrazin-8-amine"	DB08056		9606.ENSP00000477713	LCK	P06239
"n-(2-chloro-6-methylphenyl)-8-[(3s)-3-methylpiperazin-1-yl]imidazo[1,5-a]quinoxalin-4-amine"	DB08057		9606.ENSP00000477713	LCK	P06239
"4-[3-(1,4-diazepan-1-ylcarbonyl)-4-fluorobenzyl]phthalazin-1(2h)-one"	DB08058		9606.ENSP00000381740	PARP3	Q9Y6F1
wortmannin	DB08059	wartmannin	"9606.ENSP00000428056, 9606.ENSP00000419260, 9606.ENSP00000263967, 9606.ENSP00000300093"	"PIK3R1, PIK3CG, PIK3CA, PLK1"	"P27986, P48736, P42336, P53350"
4-(2-aminophenyl)-4-oxobutanoic acid	DB08060		9606.ENSP00000302620	AGXT	P21549
4-[3-(4-chlorophenyl)-1h-pyrazol-5-yl]piperidine	DB08061		9606.ENSP00000308541	F2	P00734
"3-(4-chlorophenyl)-5-(methylthio)-4h-1,2,4-triazole"	DB08062		9606.ENSP00000308541	F2	P00734
"1-benzyl-3-(4-methoxyphenylamino)-4-phenylpyrrole-2,5-dione"	DB08063		"9606.ENSP00000419692, 9606.ENSP00000477707"	"RXRA, NR1H3"	"P19793, Q13133"
n-(3-tert-butyl-1h-pyrazol-5-yl)-n'-{4-chloro-3-[(pyridin-3-yloxy)methyl]phenyl}urea	DB08064		9606.ENSP00000229795	MAPK14	Q16539
2-(1h-pyrazol-3-yl)-1h-benzimidazole	DB08065		9606.ENSP00000216911	AURKA	O14965
n-[3-(1h-benzimidazol-2-yl)-1h-pyrazol-4-yl]benzamide	DB08066		"9606.ENSP00000216911, 9606.ENSP00000266970"	"AURKA, CDK2"	"O14965, P24941"
4-[(2-{4-[(cyclopropylcarbamoyl)amino]-1h-pyrazol-3-yl}-1h-benzimidazol-6-yl)methyl]morpholin-4-ium	DB08067		9606.ENSP00000371067	JAK2	O60674
n-[4-chloro-3-(pyridin-3-yloxymethyl)-phenyl]-3-fluoro-	DB08068		9606.ENSP00000229795	MAPK14	Q16539
2-[4-(3-methyl-1h-pyrazol-4-yl)phenyl]ethanamine	DB08070		"9606.ENSP00000309591, 9606.ENSP00000379696"	"PRKACA, PKIA"	"P17612, P61925"
"4-(2-aminoethoxy)-3,5-dichloro-n-[3-(1-methylethoxy)phenyl]benzamide"	DB08072		9606.ENSP00000361850	PLAU	P00749
(2s)-1-(1h-indol-3-yl)-3-{[5-(3-methyl-1h-indazol-5-yl)pyridin-3-yl]oxy}propan-2-amine	DB08073		"9606.ENSP00000324806, 9606.ENSP00000375892, 9606.ENSP00000309591, 9606.ENSP00000379696"	"GSK3B, AKT2, PRKACA, PKIA"	"P49841, P31751, P17612, P61925"
"2-[4-({[(3,5-dichlorophenyl)amino]carbonyl}amino)phenoxy]-2-methylpropanoic acid"	DB08077		"9606.ENSP00000251595, 9606.ENSP00000494175"	"HBA1, HBB"	"P69905, P68871"
{4-[3-(4-acetyl-3-hydroxy-2-propylphenoxy)propoxy]phenoxy}acetic acid	DB08078		9606.ENSP00000310928	PPARD	Q03181
amg-208	DB08079	"7-methoxy-4-[(6-phenyl[1,2,4]triazolo[4,3-b]pyridazin-3-yl)methoxy]quinoline"	9606.ENSP00000317272	MET	P08581
